5milLu-6bWI,0904,0.743,0.357,0.830,0.686,14,1
5milLu-6bWI,0904,0.743,0.357,0.830,0.686,17,1
5milLu-6bWI,0905,0.809,0.341,0.907,0.672,14,1
5milLu-6bWI,0905,0.809,0.341,0.907,0.672,17,1
5milLu-6bWI,0906,0.737,0.350,0.861,0.764,14,1
5milLu-6bWI,0906,0.737,0.350,0.861,0.764,17,1
5milLu-6bWI,0907,0.728,0.359,0.831,0.793,14,1
5milLu-6bWI,0907,0.728,0.359,0.831,0.793,17,1
5milLu-6bWI,0908,0.602,0.359,0.715,0.813,14,1
5milLu-6bWI,0908,0.602,0.359,0.715,0.813,17,1
5milLu-6bWI,0909,0.481,0.346,0.586,0.802,12,1
5milLu-6bWI,0909,0.481,0.346,0.586,0.802,17,1
5milLu-6bWI,0910,0.454,0.297,0.568,0.774,14,1
5milLu-6bWI,0910,0.454,0.297,0.568,0.774,17,1
5milLu-6bWI,0911,0.428,0.309,0.551,0.789,14,1
5milLu-6bWI,0911,0.428,0.309,0.551,0.789,17,1
5milLu-6bWI,0912,0.291,0.441,0.368,0.688,14,2
5milLu-6bWI,0912,0.291,0.441,0.368,0.688,17,2
5milLu-6bWI,0913,0.303,0.431,0.385,0.709,14,2
5milLu-6bWI,0913,0.303,0.431,0.385,0.709,17,2
5milLu-6bWI,0914,0.318,0.419,0.406,0.725,14,2
5milLu-6bWI,0914,0.318,0.419,0.406,0.725,17,2
5milLu-6bWI,0915,0.308,0.409,0.413,0.750,14,2
5milLu-6bWI,0915,0.308,0.409,0.413,0.750,17,2
5milLu-6bWI,0916,0.304,0.392,0.443,0.773,14,2
5milLu-6bWI,0916,0.304,0.392,0.443,0.773,17,2
5milLu-6bWI,0917,0.319,0.367,0.418,0.804,14,2
5milLu-6bWI,0917,0.319,0.367,0.418,0.804,17,2
5milLu-6bWI,0918,0.317,0.332,0.446,0.835,14,2
5milLu-6bWI,0918,0.317,0.332,0.446,0.835,17,2
5milLu-6bWI,0919,0.263,0.256,0.435,0.870,14,2
5milLu-6bWI,0919,0.263,0.256,0.435,0.870,17,2
5milLu-6bWI,0920,0.232,0.189,0.450,0.930,14,2
5milLu-6bWI,0920,0.232,0.189,0.450,0.930,17,2
5milLu-6bWI,0921,0.195,0.120,0.472,0.934,14,2
5milLu-6bWI,0921,0.195,0.120,0.472,0.934,17,2
5milLu-6bWI,0922,0.242,0.070,0.536,0.885,14,2
5milLu-6bWI,0922,0.242,0.070,0.536,0.885,17,2
5milLu-6bWI,0922,0.893,0.606,0.998,0.920,11,3
5milLu-6bWI,0922,0.893,0.606,0.998,0.920,80,3
5milLu-6bWI,0923,0.461,0.016,0.858,0.942,14,2
5milLu-6bWI,0924,0.593,0.523,0.753,0.908,11,5
5milLu-6bWI,0924,0.593,0.523,0.753,0.908,79,5
5milLu-6bWI,0924,0.593,0.523,0.753,0.908,80,5
5milLu-6bWI,0924,0.733,0.547,0.868,0.904,11,4
5milLu-6bWI,0924,0.733,0.547,0.868,0.904,17,4
5milLu-6bWI,0924,0.733,0.547,0.868,0.904,74,4
5milLu-6bWI,0924,0.733,0.547,0.868,0.904,80,4
5milLu-6bWI,0925,0.584,0.535,0.711,0.902,11,5
5milLu-6bWI,0925,0.584,0.535,0.711,0.902,79,5
5milLu-6bWI,0925,0.584,0.535,0.711,0.902,80,5
5milLu-6bWI,0925,0.673,0.534,0.813,0.910,11,4
5milLu-6bWI,0925,0.673,0.534,0.813,0.910,17,4
5milLu-6bWI,0925,0.673,0.534,0.813,0.910,74,4
5milLu-6bWI,0926,0.512,0.523,0.649,0.887,11,5
5milLu-6bWI,0926,0.512,0.523,0.649,0.887,66,5
5milLu-6bWI,0926,0.512,0.523,0.649,0.887,79,5
5milLu-6bWI,0926,0.618,0.520,0.758,0.895,11,4
5milLu-6bWI,0926,0.618,0.520,0.758,0.895,17,4
5milLu-6bWI,0926,0.618,0.520,0.758,0.895,68,4
5milLu-6bWI,0926,0.618,0.520,0.758,0.895,74,4
5milLu-6bWI,0927,0.490,0.491,0.618,0.871,11,5
5milLu-6bWI,0927,0.490,0.491,0.618,0.871,66,5
5milLu-6bWI,0927,0.490,0.491,0.618,0.871,79,5
5milLu-6bWI,0927,0.490,0.491,0.618,0.871,80,5
5milLu-6bWI,0927,0.586,0.507,0.729,0.886,11,4
5milLu-6bWI,0927,0.586,0.507,0.729,0.886,17,4
5milLu-6bWI,0927,0.586,0.507,0.729,0.886,74,4
5milLu-6bWI,0928,0.489,0.481,0.619,0.860,11,5
5milLu-6bWI,0928,0.489,0.481,0.619,0.860,79,5
5milLu-6bWI,0928,0.489,0.481,0.619,0.860,80,5
5milLu-6bWI,0928,0.585,0.489,0.725,0.866,11,4
5milLu-6bWI,0928,0.585,0.489,0.725,0.866,17,4
5milLu-6bWI,0928,0.585,0.489,0.725,0.866,66,4
5milLu-6bWI,0928,0.585,0.489,0.725,0.866,74,4
5milLu-6bWI,0929,0.489,0.477,0.614,0.861,11,5
5milLu-6bWI,0929,0.489,0.477,0.614,0.861,79,5
5milLu-6bWI,0929,0.489,0.477,0.614,0.861,80,5
5milLu-6bWI,0929,0.598,0.488,0.726,0.884,11,4
5milLu-6bWI,0929,0.598,0.488,0.726,0.884,17,4
5milLu-6bWI,0929,0.598,0.488,0.726,0.884,74,4
5milLu-6bWI,0929,0.598,0.488,0.726,0.884,79,4
5milLu-6bWI,0930,0.497,0.485,0.649,0.862,11,5
5milLu-6bWI,0930,0.497,0.485,0.649,0.862,79,5
5milLu-6bWI,0930,0.497,0.485,0.649,0.862,80,5
5milLu-6bWI,0930,0.605,0.495,0.730,0.871,11,4
5milLu-6bWI,0930,0.605,0.495,0.730,0.871,17,4
5milLu-6bWI,0930,0.605,0.495,0.730,0.871,74,4
5milLu-6bWI,0930,0.605,0.495,0.730,0.871,79,4
5milLu-6bWI,0930,0.605,0.495,0.730,0.871,80,4
5milLu-6bWI,0931,0.498,0.486,0.627,0.863,11,5
5milLu-6bWI,0931,0.498,0.486,0.627,0.863,79,5
5milLu-6bWI,0931,0.498,0.486,0.627,0.863,80,5
5milLu-6bWI,0931,0.599,0.486,0.729,0.871,11,4
5milLu-6bWI,0931,0.599,0.486,0.729,0.871,17,4
5milLu-6bWI,0931,0.599,0.486,0.729,0.871,79,4
5milLu-6bWI,0932,0.494,0.497,0.608,0.848,11,5
5milLu-6bWI,0932,0.494,0.497,0.608,0.848,74,5
5milLu-6bWI,0932,0.494,0.497,0.608,0.848,80,5
5milLu-6bWI,0932,0.596,0.510,0.729,0.868,11,4
5milLu-6bWI,0932,0.596,0.510,0.729,0.868,17,4
5milLu-6bWI,0932,0.596,0.510,0.729,0.868,79,4
5milLu-6bWI,0934,0.232,0.284,0.456,0.954,14,6
5milLu-6bWI,0934,0.232,0.284,0.456,0.954,17,6
5milLu-6bWI,0934,0.407,0.371,0.605,0.838,14,7
5milLu-6bWI,0934,0.407,0.371,0.605,0.838,66,7
5milLu-6bWI,0934,0.407,0.371,0.605,0.838,79,7
5milLu-6bWI,0935,0.358,0.318,0.535,0.956,14,6
5milLu-6bWI,0935,0.358,0.318,0.535,0.956,17,6
5milLu-6bWI,0936,0.425,0.332,0.659,0.935,14,9
5milLu-6bWI,0936,0.569,0.326,0.736,0.931,14,8
5milLu-6bWI,0936,0.569,0.326,0.736,0.931,17,8
5milLu-6bWI,0937,0.667,0.327,0.889,0.922,14,9
5milLu-6bWI,0937,0.667,0.327,0.889,0.922,66,9
5milLu-6bWI,0937,0.797,0.329,0.976,0.783,14,8
5milLu-6bWI,0937,0.797,0.329,0.976,0.783,17,8
5milLu-6bWI,0938,0.208,0.290,0.677,0.969,14,9
5milLu-6bWI,0938,0.208,0.290,0.677,0.969,66,9
5milLu-6bWI,0938,0.460,0.287,0.731,0.963,14,8
5milLu-6bWI,0938,0.460,0.287,0.731,0.963,17,8
5milLu-6bWI,0939,0.230,0.359,0.636,0.975,14,9
5milLu-6bWI,0939,0.230,0.359,0.636,0.975,66,9
5milLu-6bWI,0939,0.230,0.359,0.636,0.975,76,9
5milLu-6bWI,0939,0.430,0.411,0.547,0.670,14,10
5milLu-6bWI,0939,0.430,0.411,0.547,0.670,17,10
5milLu-6bWI,0939,0.478,0.319,0.710,0.961,14,8
5milLu-6bWI,0939,0.478,0.319,0.710,0.961,17,8
5milLu-6bWI,0940,0.308,0.270,0.541,0.961,14,11
5milLu-6bWI,0940,0.308,0.270,0.541,0.961,80,11
5milLu-6bWI,0940,0.497,0.330,0.610,0.947,14,10
5milLu-6bWI,0940,0.497,0.330,0.610,0.947,17,10
5milLu-6bWI,0940,0.540,0.287,0.801,0.970,14,8
5milLu-6bWI,0940,0.540,0.287,0.801,0.970,17,8
5milLu-6bWI,0941,0.489,0.280,0.688,0.946,14,12
5milLu-6bWI,0941,0.489,0.280,0.688,0.946,17,12
5milLu-6bWI,0941,0.622,0.222,0.842,0.968,14,8
